"Wavenumber","PSI_002","PSI_003","PSI_004","PSI_005","PSI_006","PSI_007","PSI_008","PSI_009","PSI_010","PSI_011","PSI_012","PSI_013","PSI_014","PSI_015","PSI_016","PSI_017","PSI_018","PSI_019","PSI_020","PSI_022"
2013.57861,0.13644,0.24315,0.13234,0.23627,0.22811,0.29689,0.11163,0.25596,0.18554,0.12825,0.16695,0.08913,0.16823,0.29327,0.14416,0.113,0.25841,0.10277,0.2656,0.15418
2011.6499,0.13594,0.24227,0.13183,0.23528,0.22732,0.29582,0.1112,0.25506,0.18476,0.12765,0.16632,0.08865,0.16762,0.29228,0.14362,0.11256,0.25755,0.10232,0.26457,0.15352
2009.72118,0.13544,0.24139,0.13132,0.23429,0.22654,0.29476,0.11078,0.25416,0.18399,0.12706,0.1657,0.08818,0.16702,0.29129,0.14309,0.11212,0.25669,0.10188,0.26354,0.15285
2007.79247,0.13495,0.24052,0.13082,0.2333,0.22575,0.2937,0.11036,0.25327,0.18321,0.12647,0.16507,0.0877,0.16641,0.2903,0.14255,0.11168,0.25583,0.10143,0.26252,0.15218
2005.86375,0.13446,0.23965,0.13031,0.2323,0.22497,0.29264,0.10993,0.25237,0.18244,0.12589,0.16444,0.08723,0.1658,0.2893,0.14201,0.11124,0.25498,0.10099,0.26149,0.15152
2003.93504,0.13398,0.23878,0.1298,0.23131,0.22418,0.29158,0.10951,0.25149,0.18167,0.1253,0.16382,0.08676,0.16519,0.2883,0.14147,0.11081,0.25412,0.10056,0.26047,0.15085
2002.00632,0.1335,0.23793,0.12931,0.23033,0.22341,0.29054,0.1091,0.25061,0.18091,0.12473,0.1632,0.0863,0.1646,0.28732,0.14095,0.11038,0.25328,0.10013,0.25946,0.1502
2000.07761,0.13303,0.2371,0.12883,0.22938,0.22267,0.28953,0.1087,0.24975,0.18017,0.12419,0.16261,0.08587,0.16403,0.28638,0.14044,0.10997,0.25246,0.09973,0.25847,0.14956
1998.14889,0.13259,0.23629,0.12838,0.22847,0.22196,0.28855,0.10833,0.24891,0.17946,0.12367,0.16205,0.08548,0.16349,0.28547,0.13995,0.10959,0.25167,0.09935,0.2575,0.14896
1996.22018,0.13216,0.23552,0.12795,0.22759,0.22128,0.28762,0.10798,0.24811,0.17879,0.12319,0.16152,0.08511,0.16298,0.2846,0.13949,0.10922,0.25091,0.09899,0.25658,0.14839
1994.29146,0.13177,0.23478,0.12755,0.22673,0.22063,0.28672,0.10765,0.24733,0.17814,0.12273,0.16101,0.08477,0.1625,0.28376,0.13905,0.10889,0.25019,0.09866,0.25569,0.14785
1992.36275,0.13139,0.23407,0.12716,0.22589,0.22001,0.28585,0.10733,0.24658,0.17751,0.12229,0.16052,0.08443,0.16203,0.28294,0.13863,0.10857,0.24949,0.09835,0.25484,0.14733
1990.43403,0.13103,0.23337,0.12678,0.22507,0.21939,0.285,0.10702,0.24585,0.17692,0.12186,0.16005,0.0841,0.16157,0.28214,0.13823,0.10827,0.24883,0.09805,0.25402,0.14683
1988.50532,0.13068,0.23269,0.12641,0.22424,0.21879,0.28415,0.10672,0.24512,0.17634,0.12144,0.15959,0.08377,0.16113,0.28136,0.13784,0.10798,0.24817,0.09776,0.25322,0.14634
1986.5766,0.13034,0.23202,0.12604,0.22341,0.21818,0.28329,0.10643,0.24441,0.17576,0.12102,0.15914,0.08343,0.16069,0.28058,0.13746,0.10769,0.24752,0.09746,0.25242,0.14585
1984.64789,0.13,0.23134,0.12567,0.22257,0.21756,0.28242,0.10613,0.2437,0.17518,0.1206,0.15868,0.08309,0.16023,0.27979,0.13707,0.1074,0.24687,0.09717,0.25162,0.14536
1982.71917,0.12964,0.23067,0.12529,0.22173,0.21694,0.28155,0.10583,0.24299,0.1746,0.12017,0.15822,0.08274,0.15977,0.279,0.13668,0.1071,0.24621,0.09686,0.2508,0.14487
1980.79046,0.12927,0.22997,0.1249,0.22088,0.2163,0.28066,0.10551,0.24226,0.174,0.11972,0.15774,0.08239,0.1593,0.2782,0.13627,0.10678,0.24552,0.09655,0.24997,0.14435
1978.86174,0.12888,0.22925,0.1245,0.22001,0.21565,0.27976,0.10518,0.2415,0.17337,0.11926,0.15724,0.08203,0.15882,0.27738,0.13585,0.10644,0.24482,0.09621,0.24911,0.14382
1976.93303,0.12847,0.2285,0.12407,0.21912,0.21499,0.27884,0.10483,0.24072,0.17273,0.11878,0.15673,0.08166,0.15832,0.27654,0.13541,0.10609,0.24409,0.09586,0.24822,0.14326
1975.00431,0.12804,0.22772,0.12364,0.21822,0.21431,0.2779,0.10447,0.23992,0.17206,0.11828,0.15619,0.08127,0.15781,0.27567,0.13494,0.10572,0.24334,0.0955,0.24732,0.14269
1973.0756,0.1276,0.22694,0.12319,0.21731,0.21362,0.27696,0.1041,0.23911,0.17137,0.11778,0.15565,0.08089,0.15729,0.2748,0.13447,0.10534,0.24258,0.09512,0.2464,0.1421
1971.14688,0.12716,0.22615,0.12274,0.2164,0.21293,0.27601,0.10373,0.23829,0.17068,0.11727,0.1551,0.0805,0.15676,0.27392,0.134,0.10495,0.2418,0.09475,0.24547,0.14152
1969.21817,0.12671,0.22536,0.12228,0.21547,0.21223,0.27505,0.10335,0.23746,0.16997,0.11676,0.15454,0.08011,0.15622,0.27303,0.13352,0.10457,0.24103,0.09437,0.24453,0.14093
1967.28945,0.12626,0.22456,0.12182,0.21453,0.21152,0.27408,0.10296,0.23662,0.16927,0.11624,0.15398,0.0797,0.15568,0.27212,0.13303,0.10418,0.24024,0.09398,0.2436,0.14033
1965.36074,0.12581,0.22375,0.12135,0.21358,0.2108,0.27309,0.10257,0.23578,0.16856,0.11571,0.15342,0.07927,0.15512,0.27121,0.13255,0.10378,0.23946,0.09358,0.24265,0.13973
1963.43202,0.12536,0.22294,0.12088,0.21262,0.21007,0.27209,0.10218,0.23493,0.16785,0.11517,0.15285,0.07884,0.15457,0.27029,0.13206,0.10338,0.23867,0.09318,0.24171,0.13911
1961.5033,0.12491,0.22213,0.12041,0.21166,0.20933,0.27108,0.10179,0.23409,0.16714,0.11463,0.15228,0.0784,0.154,0.26936,0.13157,0.10298,0.23787,0.09278,0.24076,0.13849
1959.57459,0.12447,0.22132,0.11995,0.2107,0.2086,0.27008,0.10141,0.23325,0.16644,0.11409,0.15171,0.07796,0.15345,0.26844,0.13109,0.10259,0.23708,0.09238,0.23981,0.13788
1957.64587,0.12403,0.22053,0.11949,0.20975,0.20788,0.26909,0.10103,0.23242,0.16574,0.11356,0.15115,0.07754,0.15291,0.26752,0.13061,0.1022,0.2363,0.09199,0.23886,0.13728
1955.71716,0.12359,0.21973,0.11903,0.20881,0.20716,0.26811,0.10065,0.23159,0.16505,0.11304,0.1506,0.07713,0.15237,0.26661,0.13013,0.10181,0.23552,0.0916,0.23793,0.13667
1953.78844,0.12316,0.21894,0.11858,0.20787,0.20646,0.26714,0.10028,0.23076,0.16436,0.11252,0.15005,0.07672,0.15184,0.26572,0.12966,0.10143,0.23475,0.09122,0.23699,0.13608
1951.85973,0.12273,0.21817,0.11814,0.20695,0.20577,0.2662,0.09992,0.22995,0.1637,0.11202,0.14952,0.07634,0.15132,0.26485,0.1292,0.10105,0.23399,0.09086,0.23608,0.1355
1949.93101,0.12231,0.21742,0.11773,0.20605,0.20511,0.26528,0.09958,0.22915,0.16305,0.11155,0.14901,0.07598,0.15084,0.26402,0.12875,0.1007,0.23326,0.09051,0.23518,0.13495
1948.0023,0.12191,0.21669,0.11733,0.20518,0.20448,0.26441,0.09925,0.22838,0.16243,0.1111,0.14853,0.07566,0.15039,0.26322,0.12833,0.10036,0.23255,0.09019,0.23432,0.13442
1946.07358,0.12153,0.21599,0.11695,0.20433,0.20387,0.26356,0.09893,0.22763,0.16183,0.11067,0.14806,0.07535,0.14996,0.26244,0.12792,0.10005,0.23187,0.08988,0.23348,0.13391
1944.14487,0.12115,0.21529,0.11657,0.20348,0.20326,0.2627,0.09861,0.22688,0.16123,0.11024,0.1476,0.07502,0.14951,0.26166,0.12751,0.09973,0.2312,0.08957,0.23266,0.13341
1942.21615,0.12077,0.21457,0.11617,0.20261,0.20264,0.26182,0.09829,0.22612,0.16062,0.10979,0.14712,0.07467,0.14905,0.26086,0.1271,0.09941,0.23053,0.08925,0.23184,0.13289
1940.28744,0.12038,0.21384,0.11576,0.20171,0.20199,0.26091,0.09794,0.22534,0.16,0.10931,0.14662,0.07428,0.14856,0.26004,0.12667,0.09906,0.22983,0.0889,0.231,0.13235
1938.35872,0.11997,0.21308,0.11532,0.20077,0.2013,0.25994,0.09758,0.22455,0.15935,0.10879,0.14609,0.07385,0.14803,0.25916,0.12622,0.0987,0.22909,0.08853,0.23011,0.13178
1936.43001,0.11955,0.2123,0.11486,0.19978,0.20056,0.25893,0.09721,0.22374,0.15866,0.10825,0.14552,0.07338,0.14746,0.25823,0.12575,0.09831,0.22833,0.08813,0.2292,0.13117
1934.50129,0.1191,0.21149,0.11438,0.19877,0.19981,0.25789,0.09682,0.22291,0.15795,0.10768,0.14493,0.0729,0.14688,0.25728,0.12526,0.0979,0.22753,0.08772,0.22825,0.13054
1932.57258,0.11862,0.21065,0.11388,0.19775,0.19904,0.25684,0.0964,0.22205,0.15721,0.1071,0.14433,0.07243,0.14629,0.25633,0.12475,0.09748,0.22671,0.08728,0.22727,0.1299
1930.64386,0.11813,0.20979,0.11337,0.19673,0.19827,0.25578,0.09598,0.22115,0.15646,0.10652,0.14372,0.07197,0.1457,0.25536,0.12422,0.09703,0.22587,0.08684,0.22627,0.12924
1928.71515,0.11762,0.20892,0.11286,0.19571,0.1975,0.25474,0.09554,0.22024,0.15569,0.10594,0.14311,0.07152,0.14512,0.25441,0.12368,0.09658,0.22502,0.08639,0.22525,0.12858
1926.78643,0.11711,0.20805,0.11236,0.1947,0.19674,0.25371,0.09511,0.21933,0.15493,0.10537,0.14251,0.07109,0.14455,0.25347,0.12315,0.09613,0.22417,0.08595,0.22423,0.12792
1924.85772,0.1166,0.20719,0.11187,0.1937,0.196,0.25269,0.09469,0.21842,0.15417,0.10481,0.14191,0.07068,0.144,0.25255,0.12261,0.09569,0.22333,0.08552,0.22322,0.12727
1922.929,0.1161,0.20632,0.11138,0.19269,0.19525,0.25167,0.09426,0.2175,0.15342,0.10426,0.14132,0.07027,0.14344,0.25162,0.12208,0.09525,0.22249,0.0851,0.22221,0.12662
1921.00029,0.11559,0.20545,0.11087,0.19167,0.19449,0.25062,0.09383,0.21659,0.15266,0.1037,0.1407,0.06984,0.14286,0.25066,0.12155,0.09481,0.22164,0.08466,0.2212,0.12597
1919.07157,0.11508,0.20456,0.11035,0.19061,0.1937,0.24953,0.09339,0.21566,0.15188,0.1031,0.14006,0.06935,0.14224,0.24965,0.12101,0.09437,0.22078,0.08421,0.22018,0.12529
1917.14286,0.11457,0.20365,0.10983,0.18954,0.19289,0.24843,0.09295,0.21473,0.15109,0.10248,0.13941,0.06883,0.1416,0.24863,0.12047,0.09391,0.21992,0.08375,0.21915,0.12461
1915.21414,0.11407,0.20276,0.10931,0.18847,0.1921,0.24733,0.09251,0.21379,0.15031,0.10186,0.13877,0.06831,0.14098,0.24763,0.11993,0.09346,0.21906,0.08329,0.21813,0.12393
1913.28543,0.11358,0.20188,0.1088,0.18741,0.19131,0.24624,0.09209,0.21288,0.14953,0.10125,0.13814,0.06781,0.14037,0.24663,0.1194,0.09302,0.21821,0.08284,0.21711,0.12326
1911.35671,0.11312,0.20103,0.10831,0.18637,0.19053,0.24516,0.09168,0.21201,0.14878,0.10067,0.13753,0.06732,0.13977,0.24564,0.11889,0.0926,0.21738,0.08242,0.21611,0.12262
1909.428,0.11268,0.20022,0.10784,0.18534,0.18978,0.24412,0.0913,0.21116,0.14805,0.10011,0.13694,0.06686,0.13919,0.24468,0.1184,0.0922,0.21658,0.08202,0.21515,0.122
1907.49928,0.11226,0.19943,0.10739,0.18434,0.18906,0.24312,0.09094,0.21034,0.14736,0.09959,0.13637,0.06642,0.13864,0.24376,0.11793,0.09183,0.21581,0.08164,0.21422,0.12141
1905.57057,0.11185,0.19867,0.10697,0.18336,0.18837,0.24214,0.09059,0.20953,0.14669,0.09908,0.13583,0.066,0.13811,0.24287,0.11748,0.09147,0.21507,0.08128,0.21333,0.12084
1903.64185,0.11147,0.19793,0.10656,0.1824,0.1877,0.24119,0.09026,0.20875,0.14605,0.09859,0.13532,0.06561,0.1376,0.24201,0.11705,0.09113,0.21435,0.08094,0.21246,0.1203
1901.71314,0.11111,0.19723,0.10617,0.18147,0.18707,0.24028,0.08995,0.20799,0.14544,0.09814,0.13483,0.06525,0.13714,0.2412,0.11665,0.09082,0.21367,0.08063,0.21162,0.11979
1899.78442,0.11076,0.19656,0.10582,0.18059,0.18648,0.23942,0.08966,0.20726,0.14487,0.09773,0.13439,0.06494,0.13672,0.24044,0.11626,0.09052,0.21301,0.08034,0.21082,0.11931
1897.8557,0.11043,0.19591,0.10548,0.17974,0.18593,0.23861,0.08938,0.20654,0.14433,0.09735,0.13397,0.06467,0.13634,0.23973,0.1159,0.09025,0.21239,0.08008,0.21005,0.11885
1895.92699,0.11011,0.19528,0.10517,0.17892,0.1854,0.23784,0.08912,0.20584,0.14381,0.097,0.13358,0.06442,0.13598,0.23905,0.11555,0.08999,0.21179,0.07983,0.2093,0.11842
1893.99827,0.10979,0.19465,0.10485,0.17809,0.18488,0.23707,0.08887,0.20515,0.14329,0.09665,0.13319,0.06418,0.13562,0.23839,0.1152,0.08973,0.21119,0.07959,0.20857,0.11799
1892.06956,0.10947,0.19401,0.10453,0.17724,0.18435,0.23628,0.0886,0.20445,0.14277,0.09629,0.13278,0.06392,0.13524,0.2377,0.11485,0.08947,0.21059,0.07933,0.20783,0.11756
1890.14084,0.10914,0.19336,0.10418,0.17635,0.18377,0.23544,0.08832,0.20375,0.14221,0.09589,0.13233,0.06361,0.1348,0.23695,0.11448,0.08919,0.20997,0.07905,0.20707,0.11709
1888.21213,0.10878,0.19267,0.10379,0.17541,0.18316,0.23456,0.08801,0.20301,0.14162,0.09545,0.13186,0.06325,0.13434,0.23617,0.11409,0.08888,0.20933,0.07874,0.20629,0.1166
1886.28341,0.1084,0.19194,0.10338,0.17443,0.18251,0.23363,0.08768,0.20223,0.14099,0.09496,0.13134,0.06285,0.13383,0.23533,0.11367,0.08854,0.20864,0.07839,0.20546,0.11606
1884.3547,0.10799,0.19117,0.10293,0.17339,0.18181,0.23262,0.08732,0.20142,0.14031,0.09443,0.13078,0.06239,0.13328,0.23443,0.11321,0.08816,0.20789,0.07801,0.20458,0.11548
1882.42598,0.10755,0.19037,0.10246,0.17231,0.18106,0.23157,0.08693,0.20058,0.1396,0.09386,0.13018,0.06192,0.13269,0.23348,0.11273,0.08776,0.20711,0.07759,0.20365,0.11487
1880.49727,0.1071,0.18955,0.10197,0.17121,0.18031,0.23051,0.08652,0.19971,0.13887,0.09329,0.12958,0.06145,0.13209,0.23252,0.11222,0.08735,0.20631,0.07717,0.2027,0.11424
1878.56855,0.10662,0.18871,0.10149,0.17013,0.17957,0.22947,0.08612,0.19882,0.13814,0.09273,0.12898,0.06102,0.13152,0.23159,0.11172,0.08693,0.20549,0.07675,0.20173,0.11361
1876.63984,0.10615,0.18788,0.10103,0.16907,0.17886,0.22847,0.08572,0.19793,0.13742,0.09221,0.12842,0.06065,0.131,0.23072,0.11121,0.08652,0.20469,0.07634,0.20077,0.113
1874.71112,0.10568,0.18706,0.10059,0.16806,0.17819,0.22753,0.08535,0.19705,0.13674,0.09173,0.1279,0.06034,0.13053,0.2299,0.11073,0.08612,0.2039,0.07596,0.19982,0.11242
1872.78241,0.10523,0.18628,0.10018,0.16707,0.17756,0.22663,0.085,0.19619,0.13607,0.0913,0.1274,0.06008,0.13008,0.22912,0.11026,0.08575,0.20314,0.07561,0.1989,0.11186
1870.85369,0.10478,0.18549,0.09976,0.16607,0.17692,0.22571,0.08464,0.19535,0.13541,0.09087,0.12689,0.05981,0.12962,0.22832,0.10979,0.08538,0.2024,0.07526,0.198,0.11131
1868.92498,0.10434,0.18469,0.09932,0.16503,0.17625,0.22475,0.08427,0.19449,0.13472,0.0904,0.12635,0.05948,0.1291,0.22747,0.10933,0.08501,0.20166,0.07489,0.19711,0.11075
1866.99626,0.10388,0.18386,0.09885,0.16394,0.17555,0.22372,0.08387,0.19359,0.13402,0.08987,0.12578,0.05907,0.12855,0.22656,0.10886,0.08462,0.2009,0.0745,0.1962,0.11016
1865.06755,0.10343,0.18301,0.09836,0.16279,0.17477,0.22262,0.08346,0.1927,0.13329,0.08929,0.12518,0.05858,0.12794,0.22558,0.10837,0.08421,0.20011,0.07407,0.19526,0.10953
1863.13883,0.103,0.18218,0.09786,0.16159,0.17397,0.22147,0.08306,0.19182,0.13256,0.08869,0.12455,0.05806,0.12729,0.22455,0.10789,0.08381,0.19931,0.07363,0.1943,0.10889
1861.21012,0.10258,0.18138,0.09737,0.16041,0.17318,0.22035,0.08267,0.19097,0.13184,0.08813,0.12394,0.05758,0.12666,0.22356,0.10742,0.08343,0.19852,0.07322,0.19336,0.10826
1859.2814,0.10216,0.18058,0.0969,0.15926,0.17243,0.21928,0.08229,0.19013,0.13115,0.08761,0.12337,0.05717,0.12608,0.22262,0.10695,0.08305,0.19776,0.07283,0.19243,0.10766
1857.35269,0.10172,0.17978,0.09644,0.15813,0.1717,0.21823,0.08191,0.18926,0.13045,0.08711,0.12281,0.0568,0.12552,0.22171,0.10648,0.08267,0.19698,0.07244,0.19149,0.10706
1855.42397,0.10126,0.17895,0.09596,0.15699,0.17098,0.2172,0.08151,0.18837,0.12974,0.08662,0.12225,0.05646,0.12497,0.22082,0.10599,0.08228,0.19619,0.07204,0.19054,0.10645
1853.49526,0.10078,0.17811,0.0955,0.15585,0.17027,0.21618,0.08112,0.18746,0.12903,0.08614,0.12171,0.05617,0.12444,0.21995,0.10549,0.08187,0.19538,0.07164,0.18957,0.10585
1851.56654,0.1003,0.17728,0.09504,0.15474,0.16959,0.21519,0.08073,0.18656,0.12834,0.0857,0.12119,0.05594,0.12396,0.21911,0.10501,0.08148,0.19458,0.07127,0.18861,0.10526
1849.63783,0.09983,0.17648,0.09461,0.15365,0.16894,0.21425,0.08036,0.18569,0.12767,0.08531,0.1207,0.05577,0.1235,0.21832,0.10454,0.08112,0.19381,0.07092,0.18766,0.10469
1847.70911,0.09938,0.17569,0.09419,0.15256,0.16829,0.2133,0.08,0.18482,0.12701,0.08493,0.12022,0.0556,0.12303,0.21752,0.10408,0.08076,0.19305,0.07059,0.18674,0.10413
1845.7804,0.09892,0.17487,0.09372,0.15139,0.16758,0.21228,0.07961,0.18394,0.12631,0.08451,0.11967,0.05535,0.12248,0.21663,0.10361,0.08039,0.19227,0.07022,0.18582,0.10354
1843.85168,0.09843,0.174,0.09322,0.15016,0.16682,0.21118,0.07919,0.18301,0.12557,0.08401,0.11907,0.055,0.12186,0.21566,0.10311,0.07999,0.19147,0.06981,0.18487,0.10291
1841.92297,0.09792,0.1731,0.0927,0.14891,0.16604,0.21007,0.07875,0.18205,0.12481,0.08346,0.11847,0.0546,0.12125,0.21468,0.1026,0.07956,0.19065,0.06937,0.1839,0.10226
1839.99425,0.09742,0.1722,0.09219,0.14765,0.16525,0.20893,0.07833,0.18109,0.12405,0.0829,0.11785,0.05418,0.12063,0.2137,0.10207,0.07913,0.1898,0.06893,0.18289,0.1016
1838.06554,0.09695,0.17135,0.09168,0.14637,0.16445,0.20779,0.07792,0.18019,0.12329,0.08236,0.11724,0.05378,0.12001,0.2127,0.10156,0.07873,0.18894,0.06851,0.18187,0.10095
1836.13682,0.09652,0.17056,0.09121,0.14513,0.16368,0.2067,0.07754,0.17934,0.12257,0.0819,0.11665,0.05347,0.11943,0.21176,0.10108,0.07836,0.18813,0.06814,0.1809,0.10033
1834.20811,0.09612,0.16982,0.09079,0.14396,0.16299,0.20572,0.07721,0.17855,0.12192,0.08154,0.11612,0.05329,0.11892,0.21092,0.10063,0.07804,0.18736,0.06783,0.17998,0.09978
1832.27939,0.09573,0.16913,0.09041,0.14286,0.16237,0.20483,0.0769,0.17779,0.12131,0.08127,0.11565,0.05322,0.11847,0.21017,0.10021,0.07776,0.18666,0.06757,0.17912,0.09929
1830.35067,0.09535,0.16845,0.09005,0.14182,0.16181,0.20401,0.0766,0.17704,0.12074,0.08105,0.11521,0.05323,0.11807,0.20948,0.09981,0.07749,0.18599,0.06735,0.17831,0.09883
1828.42196,0.09495,0.16776,0.08969,0.14079,0.16126,0.2032,0.07629,0.17627,0.12016,0.08084,0.11478,0.05325,0.11768,0.20881,0.09941,0.07723,0.18533,0.06712,0.17751,0.09837
1826.49324,0.09454,0.16705,0.08929,0.1397,0.16065,0.20232,0.07596,0.1755,0.11954,0.08057,0.1143,0.05319,0.11722,0.20805,0.09899,0.07694,0.18463,0.06686,0.17667,0.09787
1824.56453,0.09414,0.16632,0.08885,0.13855,0.15995,0.20134,0.07561,0.17473,0.11887,0.08026,0.11374,0.05306,0.11665,0.20716,0.09854,0.07663,0.18388,0.06656,0.17577,0.09732
1822.63581,0.09376,0.16561,0.0884,0.13737,0.1592,0.20032,0.07526,0.17399,0.11818,0.07993,0.11315,0.0529,0.11603,0.20622,0.09809,0.07632,0.18312,0.06626,0.17486,0.09674
1820.7071,0.0934,0.16494,0.08796,0.13622,0.15845,0.1993,0.07493,0.17329,0.1175,0.07965,0.11257,0.05279,0.1154,0.20527,0.09766,0.07604,0.18236,0.06599,0.17395,0.09617
1818.77838,0.09307,0.16433,0.08757,0.13516,0.15774,0.19838,0.07464,0.17266,0.11688,0.07945,0.11204,0.05278,0.11483,0.20439,0.09727,0.0758,0.18165,0.06577,0.17309,0.09565
1816.84967,0.09277,0.1638,0.08724,0.13424,0.15716,0.19761,0.0744,0.17209,0.11634,0.07938,0.11162,0.05295,0.11439,0.20366,0.09692,0.07561,0.18101,0.06563,0.1723,0.09521
1814.92095,0.0925,0.16334,0.08699,0.13348,0.15669,0.19701,0.07421,0.17158,0.11588,0.07942,0.1113,0.05329,0.11407,0.20308,0.09662,0.07547,0.18044,0.06556,0.17159,0.09485
1812.99224,0.09225,0.16292,0.08677,0.13281,0.15628,0.19648,0.07404,0.17111,0.11546,0.07955,0.11102,0.05372,0.11381,0.20257,0.09634,0.07535,0.17991,0.06554,0.17092,0.09452
1811.06352,0.092,0.16252,0.08655,0.1322,0.15587,0.19599,0.07389,0.17066,0.11504,0.0797,0.11075,0.05419,0.11355,0.20206,0.09607,0.07524,0.1794,0.06553,0.17027,0.0942
1809.13481,0.09176,0.16215,0.08634,0.13162,0.15547,0.19551,0.07373,0.17023,0.11462,0.07987,0.11047,0.05468,0.11327,0.20155,0.0958,0.07513,0.17888,0.06554,0.16961,0.09388
1807.20609,0.09153,0.1618,0.08613,0.13108,0.15505,0.19505,0.07357,0.16983,0.11419,0.08007,0.11019,0.05521,0.11297,0.20103,0.09553,0.07503,0.17836,0.06556,0.16896,0.09357
1805.27738,0.09131,0.16149,0.08592,0.1306,0.15463,0.19462,0.07342,0.16946,0.11377,0.08032,0.1099,0.0558,0.11267,0.20052,0.09527,0.07495,0.17784,0.06561,0.1683,0.09326
1803.34866,0.0911,0.16121,0.08574,0.13018,0.15424,0.19424,0.07329,0.16914,0.11335,0.08063,0.10962,0.05648,0.11238,0.20003,0.09502,0.07488,0.17734,0.06569,0.16767,0.09298
1801.41995,0.09088,0.16097,0.08557,0.12986,0.15388,0.19393,0.07315,0.16883,0.11297,0.08102,0.10938,0.05729,0.11213,0.19959,0.09478,0.07483,0.17686,0.06582,0.16705,0.09272
1799.49123,0.09065,0.16074,0.08543,0.12963,0.15356,0.19369,0.07303,0.16853,0.11261,0.08151,0.10919,0.05823,0.11194,0.19923,0.09454,0.07479,0.17639,0.06598,0.16645,0.09249
1797.56252,0.0904,0.16052,0.0853,0.12946,0.15325,0.19348,0.07289,0.16824,0.11226,0.08206,0.109,0.05927,0.11175,0.19889,0.0943,0.07475,0.17591,0.06616,0.16583,0.09225
1795.6338,0.09014,0.16029,0.08513,0.1293,0.15286,0.19323,0.07272,0.16796,0.11185,0.08262,0.10876,0.06034,0.11148,0.19845,0.09404,0.07469,0.17538,0.06633,0.16516,0.09196
1793.70509,0.08985,0.16002,0.08489,0.12909,0.15236,0.19286,0.07249,0.16764,0.11133,0.08317,0.10839,0.0614,0.11106,0.19786,0.09372,0.07459,0.17477,0.06646,0.16442,0.09159
1791.77637,0.08949,0.15967,0.08457,0.12884,0.15177,0.1924,0.07218,0.16725,0.11072,0.08367,0.10793,0.06245,0.11051,0.19712,0.09333,0.07443,0.17408,0.06654,0.16358,0.09114
1789.84766,0.08906,0.15922,0.08418,0.12857,0.15108,0.19185,0.07181,0.16676,0.10999,0.08413,0.10738,0.06349,0.10987,0.19627,0.09287,0.07421,0.17328,0.06656,0.16263,0.09061
1787.91894,0.08857,0.15871,0.08372,0.12824,0.15026,0.19119,0.07138,0.16622,0.10917,0.08456,0.10674,0.06453,0.10911,0.19529,0.09236,0.07393,0.17236,0.06653,0.16155,0.08999
1785.99023,0.08806,0.15818,0.08322,0.12792,0.14937,0.19046,0.07093,0.16568,0.10829,0.08503,0.10606,0.06566,0.10829,0.19424,0.0918,0.07364,0.17138,0.0665,0.16039,0.08932
1784.06151,0.08752,0.15767,0.08273,0.12771,0.1485,0.18982,0.07047,0.16515,0.10743,0.08562,0.10542,0.06698,0.10753,0.19326,0.09125,0.07337,0.17039,0.06651,0.15923,0.08868
1782.1328,0.08697,0.15718,0.08229,0.12766,0.14771,0.1893,0.07004,0.16464,0.10662,0.08637,0.10488,0.06851,0.10688,0.19241,0.09072,0.07312,0.16942,0.06659,0.15809,0.08809
1780.20408,0.08642,0.15674,0.08188,0.12776,0.14697,0.1889,0.06964,0.16417,0.10588,0.08722,0.10441,0.07019,0.10632,0.19166,0.09021,0.07291,0.16848,0.06672,0.15698,0.08755
1778.27537,0.08589,0.15635,0.08151,0.128,0.14627,0.18859,0.06927,0.16378,0.10518,0.08815,0.104,0.07196,0.10582,0.19098,0.08973,0.07273,0.16758,0.06691,0.1559,0.08706
1776.34665,0.08541,0.15602,0.08115,0.12833,0.14558,0.18833,0.06894,0.16347,0.10452,0.0891,0.1036,0.0737,0.10533,0.19031,0.08928,0.07258,0.1667,0.06712,0.15487,0.08659
1774.41794,0.08494,0.15573,0.08078,0.12873,0.14486,0.18808,0.0686,0.16322,0.10386,0.09001,0.10315,0.07533,0.10477,0.18959,0.08884,0.07243,0.16584,0.06734,0.15388,0.08613
1772.48922,0.08447,0.15542,0.08038,0.12919,0.14414,0.18784,0.06823,0.16297,0.10318,0.09081,0.10264,0.07677,0.10417,0.18881,0.08837,0.07226,0.16497,0.06752,0.15292,0.08567
1770.56051,0.08397,0.15508,0.07997,0.12973,0.14342,0.18763,0.06784,0.16269,0.10247,0.09146,0.10208,0.078,0.10355,0.188,0.08786,0.07203,0.16407,0.06763,0.15196,0.08518
1768.63179,0.08345,0.15471,0.07952,0.13026,0.14266,0.18737,0.06743,0.16239,0.10172,0.09193,0.10147,0.079,0.10289,0.18713,0.08732,0.07176,0.16313,0.06767,0.15095,0.08466
1766.70307,0.08295,0.15436,0.07905,0.13079,0.14183,0.18705,0.06702,0.16214,0.10094,0.09229,0.10079,0.07982,0.10218,0.1862,0.08675,0.07147,0.16214,0.06767,0.14992,0.08411
1764.77436,0.08249,0.15405,0.07858,0.13136,0.14099,0.18674,0.06663,0.16197,0.10018,0.09264,0.1001,0.0806,0.10147,0.18526,0.08619,0.07121,0.16117,0.06767,0.14888,0.08356
1762.84564,0.08206,0.15381,0.07814,0.13204,0.14018,0.18651,0.06628,0.16188,0.09945,0.09305,0.09943,0.08143,0.10079,0.18438,0.08565,0.071,0.16023,0.06771,0.14788,0.08305
